timestamp,home330_hall2992_sensor21429c21433_electric-mains_electric-combined,home330_outside2997_sensor21449_gas-pulse_gas
2018-05-03 18:00:00,879.0,4143.0
2018-05-03 19:00:00,733.0,0.0
2018-05-03 20:00:00,914.0,112.0
2018-05-03 21:00:00,973.0,224.0
2018-05-03 22:00:00,688.0,0.0
2018-05-03 23:00:00,533.0,112.0
2018-05-04 00:00:00,524.0,0.0
2018-05-04 01:00:00,517.0,0.0
2018-05-04 02:00:00,514.0,0.0
2018-05-04 04:00:00,534.0,0.0
2018-05-04 05:00:00,554.0,7948.0
2018-05-04 06:00:00,608.0,2911.0
2018-05-04 07:00:00,625.0,2239.0
2018-05-04 08:00:00,610.0,2575.0
2018-05-04 09:00:00,1123.0,224.0
2018-05-04 10:00:00,690.0,0.0
2018-05-04 11:00:00,334.0,112.0
2018-05-04 12:00:00,295.0,0.0
2018-05-04 13:00:00,517.0,112.0
2018-05-04 14:00:00,688.0,0.0
2018-05-04 15:00:00,1009.0,336.0
2018-05-04 16:00:00,693.0,224.0
2018-05-04 17:00:00,945.0,3022.0
2018-05-04 18:00:00,973.0,1120.0
2018-05-04 19:00:00,797.0,0.0
2018-05-04 20:00:00,676.0,112.0
2018-05-04 21:00:00,1026.0,0.0
2018-05-04 22:00:00,650.0,112.0
2018-05-04 23:00:00,1220.0,0.0
2018-05-05 00:00:00,544.0,112.0
2018-05-05 01:00:00,554.0,0.0
2018-05-05 02:00:00,554.0,0.0
2018-05-05 03:00:00,526.0,0.0
2018-05-05 04:00:00,585.0,0.0
2018-05-05 05:00:00,569.0,7054.0
2018-05-05 06:00:00,555.0,3135.0
2018-05-05 07:00:00,695.0,2687.0
2018-05-05 08:00:00,946.0,2464.0
2018-05-05 09:00:00,774.0,0.0
2018-05-05 10:00:00,615.0,0.0
2018-05-05 11:00:00,611.0,0.0
2018-05-05 12:00:00,610.0,335.0
2018-05-05 13:00:00,431.0,0.0
2018-05-05 14:00:00,464.0,223.0
2018-05-05 15:00:00,360.0,0.0
2018-05-05 16:00:00,371.0,1904.0
2018-05-05 17:00:00,468.0,112.0
2018-05-05 18:00:00,384.0,447.0
2018-05-05 19:00:00,431.0,0.0
2018-05-05 20:00:00,631.0,224.0
2018-05-05 21:00:00,526.0,0.0
2018-05-05 22:00:00,278.0,0.0
2018-05-05 23:00:00,270.0,0.0
2018-05-06 00:00:00,239.0,223.0
2018-05-06 01:00:00,212.0,0.0
2018-05-06 02:00:00,200.0,112.0
2018-05-06 03:00:00,222.0,0.0
2018-05-06 04:00:00,212.0,0.0
2018-05-06 05:00:00,262.0,8062.0
2018-05-06 06:00:00,266.0,112.0
2018-05-06 07:00:00,312.0,224.0
2018-05-06 08:00:00,460.0,4367.0
2018-05-06 09:00:00,425.0,671.0
2018-05-06 10:00:00,414.0,0.0
2018-05-06 11:00:00,457.0,447.0
2018-05-06 12:00:00,668.0,671.0
2018-05-06 13:00:00,490.0,0.0
2018-05-06 14:00:00,398.0,782.0
2018-05-06 15:00:00,373.0,896.0
2018-05-06 16:00:00,1022.0,3360.0
2018-05-06 17:00:00,430.0,1455.0
2018-05-06 18:00:00,377.0,2240.0
2018-05-06 19:00:00,394.0,0.0
2018-05-06 20:00:00,388.0,0.0
2018-05-06 21:00:00,657.0,112.0
2018-05-06 22:00:00,392.0,224.0
2018-05-06 23:00:00,244.0,0.0
2018-05-07 00:00:00,244.0,112.0
2018-05-07 01:00:00,233.0,0.0
2018-05-07 02:00:00,226.0,223.0
2018-05-07 03:00:00,227.0,0.0
2018-05-07 04:00:00,223.0,0.0
2018-05-07 05:00:00,220.0,6604.0
2018-05-07 06:00:00,339.0,2911.0
2018-05-07 07:00:00,875.0,224.0
2018-05-07 08:00:00,443.0,112.0
2018-05-07 09:00:00,276.0,0.0
2018-05-07 10:00:00,260.0,0.0
2018-05-07 11:00:00,280.0,448.0
2018-05-07 12:00:00,626.0,0.0
2018-05-07 13:00:00,344.0,3023.0
2018-05-07 14:00:00,632.0,0.0
2018-05-07 15:00:00,295.0,0.0
2018-05-07 16:00:00,684.0,224.0
2018-05-07 17:00:00,826.0,3247.0
2018-05-07 18:00:00,589.0,1568.0
2018-05-07 19:00:00,578.0,0.0
2018-05-07 20:00:00,913.0,0.0
